"constituency_code","constituency_name","polling_station_code","polling_station_name","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","votes_cast","rejected_votes","valid_votes","mueke_share","malombe_share","musila_share","ngilu_share","rejection_rate","mueke_vs_malombe","mueke_vs_musila","winner","cluster"
"070","KITUI WEST","15070034912501","KWA MULUNGU PRI SCHOOL",318,13,36,3,371,1,370,3.51351351351351,85.945945945946,9.72972972972973,0.810810810810811,0.269541778975741,-305,-23,"Malombe","2"
"070","KITUI WEST","15070034913101","KIUWANI PRI SCHOOL",70,2,23,2,98,1,97,2.06185567010309,72.1649484536082,23.7113402061856,2.06185567010309,1.02040816326531,-68,-21,"Malombe","3"
"070","KITUI WEST","15070034913201","MAKOLO PRI SCHOOL",101,8,36,0,147,2,145,5.51724137931035,69.6551724137931,24.8275862068966,0,1.36054421768707,-93,-28,"Malombe","3"
"071","KITUI RURAL","15071035000101","MOSA PRIMARY SCHOOL",177,64,6,2,296,47,249,25.7028112449799,71.0843373493976,2.40963855421687,0.803212851405622,15.8783783783784,-113,58,"Malombe","1"
"071","KITUI RURAL","15071035000201","NGUUNI PRIMARY SCHOOL.",332,7,33,4,381,5,376,1.86170212765957,88.2978723404255,8.77659574468085,1.06382978723404,1.31233595800525,-325,-26,"Malombe","2"
"071","KITUI RURAL","15071035000301","MBUSYANI PRIMARY SCHOOL",254,11,23,1,291,2,289,3.80622837370242,87.8892733564014,7.95847750865052,0.346020761245675,0.687285223367698,-243,-12,"Malombe","2"
"071","KITUI RURAL","15071035000302","MBUSYANI PRIMARY SCHOOL",222,14,32,2,275,5,270,5.18518518518519,82.2222222222222,11.8518518518519,0.740740740740741,1.81818181818182,-208,-18,"Malombe","2"
"071","KITUI RURAL","15071035000401","NGILUNI PRIMARY SCHOOL",230,8,46,1,286,1,285,2.80701754385965,80.7017543859649,16.140350877193,0.350877192982456,0.34965034965035,-222,-38,"Malombe","2"
"071","KITUI RURAL","15071035000501","KAVASYA PRIMARY SCHOOL",223,2,22,2,250,1,249,0.803212851405622,89.5582329317269,8.83534136546185,0.803212851405622,0.4,-221,-20,"Malombe","2"
"071","KITUI RURAL","15071035000601","KWA-KUTU PRIMARY SCHOOL",208,8,45,0,263,2,261,3.06513409961686,79.6934865900383,17.2413793103448,0,0.760456273764259,-200,-37,"Malombe","2"
"071","KITUI RURAL","15071035000701","MUKAMENI PRIMARY SCHOOL",261,10,62,0,335,2,333,3.003003003003,78.3783783783784,18.6186186186186,0,0.597014925373134,-251,-52,"Malombe","2"
"071","KITUI RURAL","15071035000801","UNG'AATU PRIMARY SCHOOL",309,7,97,2,418,3,415,1.68674698795181,74.4578313253012,23.3734939759036,0.481927710843374,0.717703349282297,-302,-90,"Malombe","2"
"071","KITUI RURAL","15071035000901","KALALA PRIMARY SCHOOL",208,7,75,1,291,0,291,2.40549828178694,71.4776632302406,25.7731958762887,0.343642611683849,0,-201,-68,"Malombe","2"
"071","KITUI RURAL","15071035001001","MAVINDINI PRIMARY SCHOOL",93,17,86,4,200,0,200,8.5,46.5,43,2,0,-76,-69,"Malombe","3"
"071","KITUI RURAL","15071035001101","MALIKU PRIMARY SCHOOL",205,6,27,1,239,0,239,2.51046025104602,85.7740585774059,11.2970711297071,0.418410041841004,0,-199,-21,"Malombe","2"
"071","KITUI RURAL","15071035001201","KATUMBA PRIMARY SCHOOL",133,18,24,2,177,0,177,10.1694915254237,75.1412429378531,13.5593220338983,1.12994350282486,0,-115,-6,"Malombe","3"
"071","KITUI RURAL","15071035001501","KISASI PRIMARY SCHOOL",204,17,34,1,257,1,256,6.640625,79.6875,13.28125,0.390625,0.389105058365759,-187,-17,"Malombe","2"
"071","KITUI RURAL","15071035001502","KISASI PRIMARY SCHOOL",181,13,41,3,238,0,238,5.46218487394958,76.0504201680672,17.2268907563025,1.26050420168067,0,-168,-28,"Malombe","2"
"071","KITUI RURAL","15071035001601","UTAWALA PRIMARY SCHOOL",163,8,27,4,209,7,202,3.96039603960396,80.6930693069307,13.3663366336634,1.98019801980198,3.34928229665072,-155,-19,"Malombe","3"
"071","KITUI RURAL","15071035001701","ITUKI PRIMARY SCHOOL",299,6,50,1,358,0,358,1.67597765363128,83.5195530726257,13.9664804469274,0.279329608938547,0,-293,-44,"Malombe","2"
"071","KITUI RURAL","15071035001801","KALATINE PRIMARY SCHOOL",268,4,61,1,334,0,334,1.19760479041916,80.2395209580838,18.2634730538922,0.29940119760479,0,-264,-57,"Malombe","2"
"071","KITUI RURAL","15071035002201","KATWALA PRIMARY SCHOOL",92,0,13,1,107,1,106,0,86.7924528301887,12.2641509433962,0.943396226415094,0.934579439252336,-92,-13,"Malombe","3"
"071","KITUI RURAL","15071035002301","KILEVI PRIMARY SCHOOL",157,8,86,0,251,0,251,3.18725099601594,62.5498007968127,34.2629482071713,0,0,-149,-78,"Malombe","2"
"071","KITUI RURAL","15071035002401","MWIW'E PRIMARY SCHOOL",114,3,19,2,139,1,138,2.17391304347826,82.6086956521739,13.768115942029,1.44927536231884,0.719424460431655,-111,-16,"Malombe","3"
"071","KITUI RURAL","15071035002601","KISIKINI PRIMARY SCHOOL.",125,2,33,0,162,2,160,1.25,78.125,20.625,0,1.23456790123457,-123,-31,"Malombe","3"
"071","KITUI RURAL","15071035002801","KISASI BOYS SECONDARY SCHOOL",296,21,29,4,358,8,350,6,84.5714285714286,8.28571428571428,1.14285714285714,2.23463687150838,-275,-8,"Malombe","2"
"071","KITUI RURAL","15071035003101","KIKUUNI PRIMARY SCHOOL",126,5,41,0,173,1,172,2.90697674418605,73.2558139534884,23.8372093023256,0,0.578034682080925,-121,-36,"Malombe","3"
"071","KITUI RURAL","15071035003201","IKAVE PRIMARY SCHOOL",162,6,43,1,213,1,212,2.83018867924528,76.4150943396226,20.2830188679245,0.471698113207547,0.469483568075117,-156,-37,"Malombe","2"
"071","KITUI RURAL","15071035003301","KITOONEO PRIMARY SCHOOL",129,10,62,0,203,2,201,4.97512437810945,64.1791044776119,30.8457711442786,0,0.985221674876847,-119,-52,"Malombe","3"
"071","KITUI RURAL","15071035003401","KAVISUNI PRIMARY SCHOOL",94,23,57,1,176,1,175,13.1428571428571,53.7142857142857,32.5714285714286,0.571428571428571,0.568181818181818,-71,-34,"Malombe","3"
"071","KITUI RURAL","15071035003402","KAVISUNI PRIMARY SCHOOL",98,21,60,3,182,0,182,11.5384615384615,53.8461538461538,32.967032967033,1.64835164835165,0,-77,-39,"Malombe","3"
"071","KITUI RURAL","15071035003501","KWA-KYEE PRIMARY SCHOL",117,3,23,2,145,0,145,2.06896551724138,80.6896551724138,15.8620689655172,1.37931034482759,0,-114,-20,"Malombe","3"
"071","KITUI RURAL","15071035003901","MUAMBANI PRIMARY SCHOOL",274,13,61,1,355,6,349,3.72492836676218,78.5100286532951,17.4785100286533,0.286532951289398,1.69014084507042,-261,-48,"Malombe","2"
"071","KITUI RURAL","15071035004601","KILIVI PRIMARY SCHOOL",225,6,39,0,270,0,270,2.22222222222222,83.3333333333333,14.4444444444444,0,0,-219,-33,"Malombe","2"
"071","KITUI RURAL","15071035013801","KITAMAA PRIMARY SCHOOL",66,17,87,3,178,5,173,9.82658959537572,38.150289017341,50.2890173410405,1.73410404624277,2.80898876404494,-49,-70,"Musila","3"
"071","KITUI RURAL","15071035013901","MASOKA PRIMARY SCHOOL",54,2,7,0,63,0,63,3.17460317460317,85.7142857142857,11.1111111111111,0,0,-52,-5,"Malombe","3"
"071","KITUI RURAL","15071035014001","KAVUMBU PRIMARY SCHOOL",45,3,9,1,59,1,58,5.17241379310345,77.5862068965517,15.5172413793103,1.72413793103448,1.69491525423729,-42,-6,"Malombe","3"
"071","KITUI RURAL","15071035014101","KAVISUNI DISPENSARY",74,22,38,1,136,1,135,16.2962962962963,54.8148148148148,28.1481481481481,0.740740740740741,0.735294117647059,-52,-16,"Malombe","3"
"071","KITUI RURAL","15071035101301","SYUASINI PRIMARY SCHOOL",172,14,36,3,228,3,225,6.22222222222222,76.4444444444444,16,1.33333333333333,1.31578947368421,-158,-22,"Malombe","2"
"071","KITUI RURAL","15071035101401","KISASI YOUTH POLYTECHNIC",173,5,29,1,208,0,208,2.40384615384615,83.1730769230769,13.9423076923077,0.480769230769231,0,-168,-24,"Malombe","3"
"071","KITUI RURAL","15071035101901","NGANGANI PRIMARY SCHOOL",286,18,55,3,366,4,362,4.97237569060773,79.0055248618785,15.1933701657459,0.828729281767956,1.09289617486339,-268,-37,"Malombe","2"
"071","KITUI RURAL","15071035101902","NGANGANI PRIMARY SCHOOL",330,8,58,1,397,0,397,2.01511335012594,83.1234256926952,14.6095717884131,0.251889168765743,0,-322,-50,"Malombe","2"
"071","KITUI RURAL","15071035102001","KITUNGATI PRIMARY SCHOOL",319,10,35,1,366,1,365,2.73972602739726,87.3972602739726,9.58904109589041,0.273972602739726,0.273224043715847,-309,-25,"Malombe","2"
"071","KITUI RURAL","15071035102101","WAYANI PRIMARY SCHOOL",160,4,33,1,201,3,198,2.02020202020202,80.8080808080808,16.6666666666667,0.505050505050505,1.49253731343284,-156,-29,"Malombe","3"
"071","KITUI RURAL","15071035102701","SEEKEA PRIMARY SCHOOL.",113,25,56,3,198,1,197,12.6903553299492,57.3604060913706,28.4263959390863,1.52284263959391,0.505050505050505,-88,-31,"Malombe","3"
"071","KITUI RURAL","15071035102901","MUKUNDI PRIMARY SCHOOL.",160,17,32,0,213,4,209,8.13397129186603,76.555023923445,15.311004784689,0,1.87793427230047,-143,-15,"Malombe","3"
"071","KITUI RURAL","15071035103001","MANZINI PRIMARY SCHOOL",200,3,17,0,225,5,220,1.36363636363636,90.9090909090909,7.72727272727273,0,2.22222222222222,-197,-14,"Malombe","2"
"071","KITUI RURAL","15071035103601","MISUUNI PRIMARY SCHOOL",195,4,33,0,237,5,232,1.72413793103448,84.051724137931,14.2241379310345,0,2.10970464135021,-191,-29,"Malombe","2"
"071","KITUI RURAL","15071035103701","KATANGASUA PRIMARY SCHOOL",204,13,37,2,259,0,259,5.01930501930502,78.7644787644788,14.2857142857143,0.772200772200772,0,-191,-24,"Malombe","2"
"071","KITUI RURAL","15071035103702","KATANGASUA PRIMARY SCHOOL",216,11,34,2,266,3,263,4.18250950570342,82.1292775665399,12.9277566539924,0.760456273764259,1.12781954887218,-205,-23,"Malombe","2"
"071","KITUI RURAL","15071035103801","ISOVYA PRIMARY SCHOOL",166,4,30,6,207,1,206,1.94174757281553,80.5825242718447,14.5631067961165,2.9126213592233,0.483091787439614,-162,-26,"Malombe","3"
"071","KITUI RURAL","15071035104001","MAKOLONGO PRIMARY SCHOOL",268,5,27,0,300,0,300,1.66666666666667,89.3333333333333,9,0,0,-263,-22,"Malombe","2"
"071","KITUI RURAL","15071035104101","KIVUUNI PRIMARY SCHOOL",217,8,19,1,247,2,245,3.26530612244898,88.5714285714286,7.75510204081633,0.408163265306122,0.809716599190283,-209,-11,"Malombe","2"
"071","KITUI RURAL","15071035104201","MBITINI PRIMARY SCHOOL.",301,7,43,1,356,4,352,1.98863636363636,85.5113636363636,12.2159090909091,0.284090909090909,1.12359550561798,-294,-36,"Malombe","2"
"071","KITUI RURAL","15071035104202","MBITINI PRIMARY SCHOOL.",297,8,38,2,349,4,345,2.31884057971015,86.0869565217391,11.0144927536232,0.579710144927536,1.14613180515759,-289,-30,"Malombe","2"
"071","KITUI RURAL","15071035104301","MAANGANI PRIMARY SCHOOL",246,6,50,3,307,2,305,1.9672131147541,80.655737704918,16.3934426229508,0.983606557377049,0.651465798045603,-240,-44,"Malombe","2"
"071","KITUI RURAL","15071035104401","KANZAU SECONDARY SCHOOL",98,3,21,0,122,0,122,2.45901639344262,80.327868852459,17.2131147540984,0,0,-95,-18,"Malombe","3"
"071","KITUI RURAL","15071035104501","MULUTI PRIMARY SCHOOL",161,6,24,1,194,2,192,3.125,83.8541666666667,12.5,0.520833333333333,1.03092783505155,-155,-18,"Malombe","3"
"071","KITUI RURAL","15071035104701","KILAMBA PRIMARY SCHOOL",152,5,16,2,176,1,175,2.85714285714286,86.8571428571429,9.14285714285714,1.14285714285714,0.568181818181818,-147,-11,"Malombe","3"
"071","KITUI RURAL","15071035104801","IKOTAMWITHE PRIMARY SCHOOL",152,4,10,2,168,0,168,2.38095238095238,90.4761904761905,5.95238095238095,1.19047619047619,0,-148,-6,"Malombe","3"
"071","KITUI RURAL","15071035104901","KYAMUSIVI PRIMARY SCHOOL",202,2,15,1,226,6,220,0.909090909090909,91.8181818181818,6.81818181818182,0.454545454545455,2.65486725663717,-200,-13,"Malombe","2"
"071","KITUI RURAL","15071035105001","MBITINI GIRLS SECONDARY SCHOOL",196,7,14,2,221,2,219,3.19634703196347,89.4977168949772,6.39269406392694,0.91324200913242,0.904977375565611,-189,-7,"Malombe","2"
"071","KITUI RURAL","15071035105002","MBITINI GIRLS SECONDARY SCHOOL",195,3,19,1,221,3,218,1.37614678899083,89.4495412844037,8.71559633027523,0.458715596330275,1.35746606334842,-192,-16,"Malombe","2"
"071","KITUI RURAL","15071035105101","MWINZENGI PRIMARY SCHOOL",273,4,39,1,318,1,317,1.26182965299685,86.1198738170347,12.3028391167192,0.315457413249211,0.314465408805031,-269,-35,"Malombe","2"
"071","KITUI RURAL","15071035105201","KANZAU PRIMARY SCHOOL",233,17,64,2,319,3,316,5.37974683544304,73.7341772151899,20.253164556962,0.632911392405063,0.940438871473354,-216,-47,"Malombe","2"
"071","KITUI RURAL","15071035105301","KAMULU PRIMARY SCHOOL",244,7,32,3,287,1,286,2.44755244755245,85.3146853146853,11.1888111888112,1.04895104895105,0.348432055749129,-237,-25,"Malombe","2"
"071","KITUI RURAL","15071035105401","USANG'A PRIMARY SCHOOL",121,9,23,3,157,1,156,5.76923076923077,77.5641025641026,14.7435897435897,1.92307692307692,0.636942675159236,-112,-14,"Malombe","3"
"071","KITUI RURAL","15071035114201","KWA KASAU PRIMARY SCHOOL",47,1,10,0,58,0,58,1.72413793103448,81.0344827586207,17.2413793103448,0,0,-46,-9,"Malombe","3"
"071","KITUI RURAL","15071035114301","ULUNGU PRIMARY SCHOOL",66,4,13,0,83,0,83,4.81927710843374,79.5180722891566,15.6626506024096,0,0,-62,-9,"Malombe","3"
"071","KITUI RURAL","015071035205601","KANYONYOO MKT",100,11,37,4,158,6,152,7.23684210526316,65.7894736842105,24.3421052631579,2.63157894736842,3.79746835443038,-89,-26,"Malombe","3"
"071","KITUI RURAL","015071035205701","KWA-VONZA PRI SCHOOL",176,13,108,3,301,1,300,4.33333333333333,58.6666666666667,36,1,0.332225913621262,-163,-95,"Malombe","2"
"071","KITUI RURAL","015071035205702","KWA-VONZA PRI SCHOOL",148,14,118,2,288,6,282,4.9645390070922,52.4822695035461,41.8439716312057,0.709219858156028,2.08333333333333,-134,-104,"Malombe","2"
"071","KITUI RURAL","015071035205703","KWA-VONZA PRI SCHOOL",154,11,97,4,268,2,266,4.13533834586466,57.8947368421053,36.4661654135338,1.50375939849624,0.746268656716418,-143,-86,"Malombe","2"
"071","KITUI RURAL","015071035205801","TANGANYIKA PRI SCHOOL",218,7,71,3,300,1,299,2.34113712374582,72.9096989966555,23.7458193979933,1.00334448160535,0.333333333333333,-211,-64,"Malombe","2"
"071","KITUI RURAL","015071035205901","MASAANI PRI SCHOOL",172,4,47,1,225,1,224,1.78571428571429,76.7857142857143,20.9821428571429,0.446428571428571,0.444444444444444,-168,-43,"Malombe","2"
"071","KITUI RURAL","015071035206001","KALIVINI PRI SCHOOL",169,7,25,3,205,1,204,3.43137254901961,82.843137254902,12.2549019607843,1.47058823529412,0.48780487804878,-162,-18,"Malombe","3"
"071","KITUI RURAL","015071035206101","KILIKO PRI SCHOOL",202,10,65,0,284,1,283,3.53356890459364,71.3780918727915,22.9681978798587,0,0.352112676056338,-192,-55,"Malombe","2"
"071","KITUI RURAL","015071035206201","YATTA PRI SCHOOL",224,10,27,1,262,0,262,3.81679389312977,85.4961832061069,10.3053435114504,0.381679389312977,0,-214,-17,"Malombe","2"
"071","KITUI RURAL","015071035206202","YATTA PRI SCHOOL",219,6,37,2,265,1,264,2.27272727272727,82.9545454545455,14.0151515151515,0.757575757575758,0.377358490566038,-213,-31,"Malombe","2"
"071","KITUI RURAL","015071035206301","KWA KILUI PRI SCHOOL",288,28,34,0,410,60,350,8,82.2857142857143,9.71428571428571,0,14.6341463414634,-260,-6,"Malombe","1"
"071","KITUI RURAL","015071035206401","ILIKA PRI SCHOOL",271,3,17,0,291,0,291,1.03092783505155,93.127147766323,5.84192439862543,0,0,-268,-14,"Malombe","2"
"071","KITUI RURAL","015071035206501","KATHEMBONI PRI SCHOOL",78,37,39,0,155,1,154,24.025974025974,50.6493506493506,25.3246753246753,0,0.645161290322581,-41,-2,"Malombe","3"
"071","KITUI RURAL","015071035206601","MUVITHA PRI SCHOOL",248,11,5,1,266,1,265,4.15094339622642,93.5849056603774,1.88679245283019,0.377358490566038,0.37593984962406,-237,6,"Malombe","2"
"071","KITUI RURAL","015071035206701","KAW'ONGO PRI SCHOOL",212,4,36,0,255,3,252,1.58730158730159,84.1269841269841,14.2857142857143,0,1.17647058823529,-208,-32,"Malombe","2"
"071","KITUI RURAL","015071035206801","KYAITHANI PRI SCHOOL",269,26,37,2,334,0,334,7.78443113772455,80.5389221556886,11.0778443113772,0.598802395209581,0,-243,-11,"Malombe","2"
"071","KITUI RURAL","015071035206901","NTHONGONI PRI SCHOOL",295,13,37,1,355,9,346,3.75722543352601,85.2601156069364,10.6936416184971,0.289017341040462,2.53521126760563,-282,-24,"Malombe","2"
"071","KITUI RURAL","015071035207001","MATULANI PRI SCHOOL",309,30,64,5,412,4,408,7.35294117647059,75.7352941176471,15.6862745098039,1.22549019607843,0.970873786407767,-279,-34,"Malombe","2"
"071","KITUI RURAL","015071035207101","IANI PRI SCHOOL",175,10,77,1,265,2,263,3.80228136882129,66.5399239543726,29.277566539924,0.380228136882129,0.754716981132076,-165,-67,"Malombe","2"
"071","KITUI RURAL","015071035207201","MAMOLE PRIMARY SCHOOL",166,9,27,0,203,1,202,4.45544554455445,82.1782178217822,13.3663366336634,0,0.492610837438424,-157,-18,"Malombe","3"
"071","KITUI RURAL","015071035207301","NTHILANI PRI SCHOOL",186,2,10,1,201,2,199,1.00502512562814,93.4673366834171,5.0251256281407,0.50251256281407,0.995024875621891,-184,-8,"Malombe","3"
"071","KITUI RURAL","015071035207401","KATHOME ORI SCHOOL",273,3,49,0,325,0,325,0.923076923076923,84,15.0769230769231,0,0,-270,-46,"Malombe","2"
"071","KITUI RURAL","015071035207501","USENG'YO PRI SCHOOL",121,8,52,1,182,0,182,4.3956043956044,66.4835164835165,28.5714285714286,0.549450549450549,0,-113,-44,"Malombe","3"
"071","KITUI RURAL","015071035207601","MUKELENZUNI PRI SCHOOL",114,3,22,1,143,3,140,2.14285714285714,81.4285714285714,15.7142857142857,0.714285714285714,2.0979020979021,-111,-19,"Malombe","3"
"071","KITUI RURAL","015071035207701","MUSELELE TOWNSHIP PRI SCHOOL",226,17,98,1,342,0,342,4.97076023391813,66.0818713450292,28.6549707602339,0.292397660818713,0,-209,-81,"Malombe","2"
"071","KITUI RURAL","015071035207801","KYAINYA PRI SCHOOL",110,1,13,0,125,1,124,0.806451612903226,88.7096774193548,10.4838709677419,0,0.8,-109,-12,"Malombe","3"
"071","KITUI RURAL","015071035207901","NDUNGUNI PRI SCHOOL",139,9,20,1,169,0,169,5.32544378698225,82.2485207100592,11.8343195266272,0.591715976331361,0,-130,-11,"Malombe","3"
"071","KITUI RURAL","015071035208001","KAMANYI PRI SCHOOL",212,5,23,1,243,2,241,2.0746887966805,87.9668049792531,9.54356846473029,0.4149377593361,0.823045267489712,-207,-18,"Malombe","2"
"071","KITUI RURAL","015071035208101","KONZA PRI SCHOOL",82,3,19,0,106,2,104,2.88461538461538,78.8461538461538,18.2692307692308,0,1.88679245283019,-79,-16,"Malombe","3"
"071","KITUI RURAL","015071035208201","WAIVUMBU PRI SCHOOL",66,26,38,2,134,2,132,19.6969696969697,50,28.7878787878788,1.51515151515152,1.49253731343284,-40,-12,"Malombe","3"
"071","KITUI RURAL","015071035208301","KYOSINI PRI SCHOOL",159,2,33,1,195,0,195,1.02564102564103,81.5384615384615,16.9230769230769,0.512820512820513,0,-157,-31,"Malombe","3"
"071","KITUI RURAL","015071035208401","NGOVU PRI SCHOOL",96,1,3,0,101,1,100,1,96,3,0,0.99009900990099,-95,-2,"Malombe","3"
"071","KITUI RURAL","015071035208501","MUVYANI PRI SCHOOL",102,14,5,1,122,0,122,11.4754098360656,83.6065573770492,4.0983606557377,0.819672131147541,0,-88,9,"Malombe","3"
"071","KITUI RURAL","015071035208601","NZEVE PRI SCHOOL",136,1,32,1,170,0,170,0.588235294117647,80,18.8235294117647,0.588235294117647,0,-135,-31,"Malombe","3"
"071","KITUI RURAL","015071035208701","KYAMUUNGI PRI SCHOOL",65,3,11,0,79,0,79,3.79746835443038,82.2784810126582,13.9240506329114,0,0,-62,-8,"Malombe","3"
"071","KITUI RURAL","015071035208801","KATOTHYA PRI SCHOOL",150,25,80,4,259,0,259,9.65250965250965,57.9150579150579,30.8880308880309,1.54440154440154,0,-125,-55,"Malombe","2"
"071","KITUI RURAL","015071035208901","MIKUYUNI PRI SCHOOL",60,3,42,0,105,0,105,2.85714285714286,57.1428571428571,40,0,0,-57,-39,"Malombe","3"
"071","KITUI RURAL","015071035209001","NGAKAANI PRI SCHOOL",127,1,20,1,149,0,149,0.671140939597315,85.2348993288591,13.4228187919463,0.671140939597315,0,-126,-19,"Malombe","3"
"071","KITUI RURAL","015071035209101","MAITO PRI SCHOOL",112,1,15,0,136,8,128,0.78125,87.5,11.71875,0,5.88235294117647,-111,-14,"Malombe","3"
"071","KITUI RURAL","015071035209201","KWAKILYA PRI SCHOOL",144,2,26,1,174,1,173,1.15606936416185,83.2369942196532,15.028901734104,0.578034682080925,0.574712643678161,-142,-24,"Malombe","3"
"071","KITUI RURAL","015071035209301","MUSINI PRI SCHOOL",94,10,12,0,116,0,116,8.62068965517241,81.0344827586207,10.3448275862069,0,0,-84,-2,"Malombe","3"
"071","KITUI RURAL","015071035209401","ILOVI NURSERY",55,2,14,1,72,0,72,2.77777777777778,76.3888888888889,19.4444444444444,1.38888888888889,0,-53,-12,"Malombe","3"
"071","KITUI RURAL","015071035209501","KALIMA PRI SCHOOL",127,6,19,0,152,0,152,3.94736842105263,83.5526315789474,12.5,0,0,-121,-13,"Malombe","3"
"071","KITUI RURAL","015071035209601","KITUKUNI PRI SCHOOL",25,5,77,1,108,0,108,4.62962962962963,23.1481481481481,71.2962962962963,0.925925925925926,0,-20,-72,"Musila","3"
"071","KITUI RURAL","015071035209701","THOME PRI SCHOOL",88,3,17,3,111,0,111,2.7027027027027,79.2792792792793,15.3153153153153,2.7027027027027,0,-85,-14,"Malombe","3"
"071","KITUI RURAL","015071035209801","NGAMYONE PRI SCHOOL",132,9,31,4,176,0,176,5.11363636363636,75,17.6136363636364,2.27272727272727,0,-123,-22,"Malombe","3"
"071","KITUI RURAL","015071035209901","MANDU PRI SCHOOL",64,4,9,0,80,3,77,5.19480519480519,83.1168831168831,11.6883116883117,0,3.75,-60,-5,"Malombe","3"
"071","KITUI RURAL","015071035210001","KIVUNGA PRI SCHOOL",55,7,69,0,135,4,131,5.34351145038168,41.9847328244275,52.6717557251908,0,2.96296296296296,-48,-62,"Musila","3"
"071","KITUI RURAL","015071035210101","KAMOSI PRI SCHOOL",4,1,11,0,16,0,16,6.25,25,68.75,0,0,-3,-10,"Musila","3"
"071","KITUI RURAL","015071035210201","MUSINGI PRI SCHOOL",33,6,101,1,142,1,141,4.25531914893617,23.4042553191489,71.6312056737589,0.709219858156028,0.704225352112676,-27,-95,"Musila","3"
"071","KITUI RURAL","015071035210301","RURAL BORDER PATROL UNIT",16,8,57,2,83,0,83,9.63855421686747,19.2771084337349,68.6746987951807,2.40963855421687,0,-8,-49,"Musila","3"
"071","KITUI RURAL","015071035210401","KATOTENI CENRAL PRI SCHOOL",31,4,134,2,173,2,171,2.33918128654971,18.1286549707602,78.3625730994152,1.16959064327485,1.15606936416185,-27,-130,"Musila","3"
"071","KITUI RURAL","015071035210501","NYUMBANI VILLAGE",37,4,29,0,70,0,70,5.71428571428571,52.8571428571429,41.4285714285714,0,0,-33,-25,"Malombe","3"
"071","KITUI RURAL","015071035214401","NZEVENI PRIMARY SCHOOL",130,4,16,0,150,0,150,2.66666666666667,86.6666666666667,10.6666666666667,0,0,-126,-12,"Malombe","3"
"071","KITUI RURAL","015071035214501","KIIMANI PRIMARY SCHOOL",23,2,37,0,63,1,62,3.2258064516129,37.0967741935484,59.6774193548387,0,1.58730158730159,-21,-35,"Musila","3"
"071","KITUI RURAL","015071035310601","SYOMUNYU PRI SCHOOL",147,8,35,1,193,2,191,4.18848167539267,76.9633507853403,18.3246073298429,0.523560209424084,1.03626943005181,-139,-27,"Malombe","3"
"071","KITUI RURAL","015071035310701","KALULINI PRI SCHOOL",260,6,55,0,324,3,321,1.86915887850467,80.9968847352025,17.1339563862928,0,0.925925925925926,-254,-49,"Malombe","2"
"071","KITUI RURAL","015071035310801","MBEETWANI PRI SCHOOL",91,3,17,2,114,1,113,2.65486725663717,80.5309734513274,15.0442477876106,1.76991150442478,0.87719298245614,-88,-14,"Malombe","3"
"071","KITUI RURAL","015071035310901","SYOMAKANDA PRI SCHOOL",81,10,25,0,116,0,116,8.62068965517241,69.8275862068966,21.551724137931,0,0,-71,-15,"Malombe","3"
"071","KITUI RURAL","015071035311001","NGOMONI PRI SCHOOL",301,14,45,2,365,3,362,3.86740331491713,83.1491712707182,12.4309392265193,0.552486187845304,0.821917808219178,-287,-31,"Malombe","2"
"071","KITUI RURAL","015071035311101","MANDONGOI PRI SCHOOL",179,11,32,1,225,2,223,4.93273542600897,80.2690582959641,14.3497757847534,0.448430493273543,0.888888888888889,-168,-21,"Malombe","2"
"071","KITUI RURAL","015071035311201","MASIMBA PRI SCHOOL",257,12,106,3,378,0,378,3.17460317460317,67.989417989418,28.042328042328,0.793650793650794,0,-245,-94,"Malombe","2"
"071","KITUI RURAL","015071035311301","KANYANGI PRI SCHOOL",232,8,39,0,281,2,279,2.8673835125448,83.1541218637993,13.9784946236559,0,0.711743772241993,-224,-31,"Malombe","2"
"071","KITUI RURAL","015071035311302","KANYANGI PRI SCHOOL",218,11,56,2,287,0,287,3.83275261324042,75.9581881533101,19.5121951219512,0.696864111498258,0,-207,-45,"Malombe","2"
"071","KITUI RURAL","015071035311303","KANYANGI PRI SCHOOL",256,8,40,0,308,4,304,2.63157894736842,84.2105263157895,13.1578947368421,0,1.2987012987013,-248,-32,"Malombe","2"
"071","KITUI RURAL","015071035311401","NZAMBIA PRI SCHOOL",220,7,35,0,262,0,262,2.67175572519084,83.969465648855,13.3587786259542,0,0,-213,-28,"Malombe","2"
"071","KITUI RURAL","015071035311501","KANYONGONYO PRI SCHOOL",273,7,55,1,337,1,336,2.08333333333333,81.25,16.3690476190476,0.297619047619048,0.29673590504451,-266,-48,"Malombe","2"
"071","KITUI RURAL","015071035311601","KISAUNI PRI SCHOOL",174,9,19,1,203,0,203,4.43349753694581,85.7142857142857,9.35960591133005,0.492610837438424,0,-165,-10,"Malombe","3"
"071","KITUI RURAL","015071035311701","KILUMYA PRI SCHOOL",194,1,19,1,215,0,215,0.465116279069767,90.2325581395349,8.83720930232558,0.465116279069767,0,-193,-18,"Malombe","2"
"071","KITUI RURAL","015071035311801","YAMUNYU NURSERY SCHOOL",202,3,5,1,213,2,211,1.4218009478673,95.7345971563981,2.3696682464455,0.4739336492891,0.938967136150235,-199,-2,"Malombe","2"
