"constituency_name","polling_station_code","polling_station_name","votes_cast","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","winner"
"KITUI SOUTH","15074036502001","CHULUNI PRIMARY SCHOOL",72,64,2,6,0,"Malombe"
"KITUI SOUTH","15074036502101","WINDUNDU PRIMARY SCHOOL",182,154,2,24,2,"Malombe"
"KITUI SOUTH","15074036502201","IKANGA PRIMARY SCHOOL",236,188,5,41,1,"Malombe"
"KITUI SOUTH","15074036502202","IKANGA PRIMARY SCHOOL",234,180,4,47,1,"Malombe"
"KITUI SOUTH","15074036502301","ILAANI PRIMARY SCHOOL",144,101,4,36,2,"Malombe"
"KITUI SOUTH","15074036502401","SEMEA PRIMARY SCHOOL",362,297,6,48,6,"Malombe"
"KITUI SOUTH","15074036502501","TUTU PRIMARY SCHOOL",253,166,7,77,3,"Malombe"
"KITUI SOUTH","15074036502601","IKANGA TAC HALL",218,173,12,31,2,"Malombe"
"KITUI SOUTH","15074036502602","IKANGA TAC HALL",164,113,6,43,0,"Malombe"
"KITUI SOUTH","15074036502701","ILUSYA PRIMARY SCHOOL",257,189,7,57,1,"Malombe"
"KITUI SOUTH","15074036502801","KAVUTHUKA NURSERY SCHOOL",87,57,2,26,2,"Malombe"
"KITUI SOUTH","15074036502901","MAKELE PRIMARY SCHOOL",331,283,14,29,2,"Malombe"
"KITUI SOUTH","15074036503001","NGANGANI PRIMARY SCHOOL",59,52,1,6,0,"Malombe"
"KITUI SOUTH","15074036503101","TUVILA PRIMARY SCHOOL",152,125,5,21,0,"Malombe"
"KITUI SOUTH","15074036503201","KIKWA PRIMARY SCHOOL",120,90,6,21,2,"Malombe"
"KITUI SOUTH","15074036503301","KIANGWA PRIMARY SCHOOL",266,160,7,95,3,"Malombe"
"KITUI SOUTH","15074036503401","MANZEE NURSERY SCHOOL",94,67,3,22,1,"Malombe"
"KITUI SOUTH","15074036503501","VENGELENI PRIMARY SCHOOL",246,181,13,47,2,"Malombe"
"KITUI SOUTH","15074036503601","MESILYA PRIMARY SCHOOL",202,162,6,32,2,"Malombe"
"KITUI SOUTH","15074036503701","ENZOU PRIMARY SCHOOL",335,280,3,47,3,"Malombe"
"KITUI SOUTH","15074036503801","YAATHI PRIMARY SCHOOL",259,197,4,55,1,"Malombe"
"KITUI SOUTH","15074036503901","NGUNGA PRIMARY SCHOOL",69,55,1,12,1,"Malombe"
"KITUI SOUTH","15074036504001","KYAMUTHWA PRIMARY SCHOOL",333,251,5,66,8,"Malombe"
"KITUI SOUTH","15074036504101","MUSIKIO PRIMARY SCHOOL",124,101,5,13,3,"Malombe"
"KITUI SOUTH","15074036504201","KALILUNI PRIMARY SCHOOL",73,64,0,7,1,"Malombe"
"KITUI SOUTH","15074036504301","KYATUNE TAC HALL",408,304,10,91,1,"Malombe"
"KITUI SOUTH","15074036504401","KYATUNE PRIMARY SCHOOL",291,227,10,50,2,"Malombe"
"KITUI SOUTH","15074036504501","KATHITHU PRIMARY SCHOOL",251,224,4,20,1,"Malombe"
"KITUI SOUTH","15074036504601","KANGULI PRIMARY SCHOOL",325,211,6,106,2,"Malombe"
"KITUI SOUTH","15074036504701","NGUNINI PRIMARY SCHOOL",95,76,3,16,0,"Malombe"
"KITUI SOUTH","15074036504801","WINDIU PRIMARY SCHOOL",147,118,1,25,2,"Malombe"
"KITUI SOUTH","15074036504901","EMALE NURSERY SCHOOL",77,62,1,12,2,"Malombe"
"KITUI SOUTH","15074036605001","MUTOMO SOCIAL HALL",267,213,16,37,0,"Malombe"
"KITUI SOUTH","15074036605002","MUTOMO SOCIAL HALL",249,180,12,50,3,"Malombe"
"KITUI SOUTH","15074036605003","MUTOMO SOCIAL HALL",265,203,13,45,3,"Malombe"
"KITUI SOUTH","15074036605101","KAVYUVAA PRIMARY SCHOOL",118,80,1,37,0,"Malombe"
"KITUI SOUTH","15074036605201","MALILI PRIMARY SCHOOL",201,101,5,89,6,"Malombe"
"KITUI SOUTH","15074036605301","UAE PRIMARY SCHOOL",283,188,3,90,0,"Malombe"
"KITUI SOUTH","15074036605401","SYOMITHUMO PRIMARY SCHOOL",153,53,4,96,0,"Musila"
"KITUI SOUTH","15074036605501","KISAYANI PRIMARY SCHOOL",234,212,2,20,0,"Malombe"
"KITUI SOUTH","15074036605601","KITOO PRIMARY SCHOOL",292,196,21,72,2,"Malombe"
"KITUI SOUTH","15074036605602","KITOO PRIMARY SCHOOL",323,212,28,81,0,"Malombe"
"KITUI SOUTH","15074036605701","KIANGE PRIMARY SCHOOL",337,178,20,133,5,"Malombe"
"KITUI SOUTH","15074036605801","MUTI PRIMARY SCHOOL",143,72,6,64,0,"Malombe"
"KITUI SOUTH","15074036605901","KENZE PRIMARY SCHOOL",246,218,3,22,3,"Malombe"
"KITUI SOUTH","15074036605902","KENZE PRIMARY SCHOOL",257,225,6,24,1,"Malombe"
"KITUI SOUTH","15074036606001","KIVIU PRIMARY SCHOOL",238,147,8,79,3,"Malombe"
"KITUI SOUTH","15074036606101","KASUNDU PRIMARY SCHOOL",89,50,1,38,0,"Malombe"
"KITUI SOUTH","15074036606201","NZOUNI PRIMARY SCHOOL",109,70,1,35,1,"Malombe"
"KITUI SOUTH","15074036606301","MUAMBA PRIMARY SCHOOL",272,181,5,85,1,"Malombe"
"KITUI SOUTH","15074036606401","KIBWEA PRIMARY SCHOOL",243,138,9,73,2,"Malombe"
"KITUI SOUTH","15074036606501","KAANGIMA PRIMARY SCHOOL",152,115,2,33,2,"Malombe"
"KITUI SOUTH","15074036606601","IMWANGE PRIMARY SCHOOL",136,120,2,12,1,"Malombe"
"KITUI SOUTH","15074036606701","KAANGWA PRIMARY SCHOOL",158,138,3,16,1,"Malombe"
"KITUI SOUTH","15074036606801","MENZAI PRIMARY SCHOOL",67,55,2,5,0,"Malombe"
"KITUI SOUTH","15074036606901","WINGETHI PRIMARY SCHOOL",68,37,2,27,0,"Malombe"
"KITUI SOUTH","15074036607001","THOME PRIMARY SCHOOL",60,42,2,16,0,"Malombe"
"KITUI SOUTH","15074036607101","KANDAE PRIMARY SCHOOL",204,133,7,64,0,"Malombe"
"KITUI SOUTH","15074036607201","SYUNGUNI PRIMARY SCHOOL",242,148,2,88,2,"Malombe"
"KITUI SOUTH","15074036607301","NDIINI PRIMARY SCHOOL",209,128,3,77,1,"Malombe"
"KITUI SOUTH","15074036607401","MUVUKO PRIMARY SCHOOL",222,124,7,89,2,"Malombe"
"KITUI SOUTH","15074036607501","MUTOMO PRIMARY SCHOOL",146,113,5,26,2,"Malombe"
"KITUI SOUTH","15074036607601","KASYELIA PRIMARY SCHOOL",159,119,4,33,3,"Malombe"
"KITUI SOUTH","15074036607701","MWALA PRIMARY SCHOOL",318,277,6,31,4,"Malombe"
"KITUI SOUTH","15074036607801","KILISA PRIMARY SCHOOL",125,65,4,55,1,"Malombe"
"KITUI SOUTH","15074036607901","MAKONGONI PRIMARY SCHOOL",102,50,2,50,0,"Malombe"
"KITUI SOUTH","15074036608001","MUTOMO YOUTH POLYTECHNIC",81,63,3,13,0,"Malombe"
"KITUI SOUTH","15074036608101","MUTOMO DISTRICT HOSPITAL",206,160,12,33,1,"Malombe"
"KITUI SOUTH","15074036608201","MUTOMO GENERAL MARKET",189,153,9,25,0,"Malombe"
"KITUI SOUTH","15074036608202","MUTOMO GENERAL MARKET",195,147,7,37,2,"Malombe"
"KITUI SOUTH","15074036608301","KITHAE PRIMARY SCHOOL",118,93,0,25,0,"Malombe"
"KITUI SOUTH","15074036622701","MWENGEA SOCIAL HALL",385,119,40,224,0,"Musila"
"KITUI SOUTH","15074036708401","MAKOSI PRIMARY SCHOOL",197,117,7,69,3,"Malombe"
"KITUI SOUTH","15074036708501","KATHINGU PRIMARY SCHOOL",132,114,2,16,0,"Malombe"
"KITUI SOUTH","15074036708601","KIVYUNI PRIMARY SCHOOL",232,169,2,56,3,"Malombe"
"KITUI SOUTH","15074036708701","TUVILA NURSERY SCHOOL",67,51,1,15,0,"Malombe"
"KITUI SOUTH","15074036708801","KYAMAKO PRIMARY SCHOOL",122,58,4,59,1,"Musila"
"KITUI SOUTH","15074036708901","KAANGUNGI PRIMARY SCHOOL",210,162,4,36,5,"Malombe"
"KITUI SOUTH","15074036709001","KENGO PRIMARY SCHOOL",271,220,5,44,1,"Malombe"
"KITUI SOUTH","15074036709101","KIATI DISPENSARY",54,35,2,14,2,"Malombe"
"KITUI SOUTH","15074036709201","KIMUU PRIMARY SCHOOL",157,116,6,32,2,"Malombe"
"KITUI SOUTH","15074036709301","KIATI PRIMARY SCHOOL",157,89,1,66,1,"Malombe"
"KITUI SOUTH","15074036709401","MWAANI NURSERY SCHOOL",80,24,3,51,1,"Musila"
"KITUI SOUTH","15074036709501","ITUMBA PRIMARY SCHOOL",24,12,0,11,1,"Malombe"
"KITUI SOUTH","15074036709601","NGUSWINI PRIMARY SCHOOL",159,105,6,47,0,"Malombe"
"KITUI SOUTH","15074036709701","ST. JOSEPHS KAINDU PRIMARY SCHOOL",103,95,2,5,0,"Malombe"
"KITUI SOUTH","15074036709801","MAKUTANO NURSERY SCHOOL",70,56,1,11,0,"Malombe"
"KITUI SOUTH","15074036709901","KIIMANI PRIMARY SCHOOL",115,94,3,15,2,"Malombe"
"KITUI SOUTH","15074036710001","KILONGONI PRIMARY SCHOOL",126,105,2,11,6,"Malombe"
"KITUI SOUTH","15074036710101","NYAYO NURSERY SCHOOL",152,137,1,14,0,"Malombe"
"KITUI SOUTH","15074036710201","KIVILI PRIMARY SCHOOL",120,93,1,26,0,"Malombe"
"KITUI SOUTH","15074036710301","KOI PRIMARY SCHOOL",210,161,2,46,1,"Malombe"
"KITUI SOUTH","15074036710401","KAATENE PRIMARY SCHOOL",340,270,3,64,0,"Malombe"
"KITUI SOUTH","15074036710501","KYANGOTO PRIMARY SCHOOL",171,89,2,79,1,"Malombe"
"KITUI SOUTH","15074036710601","KALAMBANI PRIMARY SCHOOL",295,251,6,33,1,"Malombe"
"KITUI SOUTH","15074036710701","IKANDANI PRIMARY SCHOOL",83,40,1,41,1,"Musila"
"KITUI SOUTH","15074036710901","MUSENGE PRIMARY SCHOOL",135,68,2,65,0,"Malombe"
"KITUI SOUTH","15074036711001","INGO PRIMARY SCHOOL",100,41,0,57,1,"Musila"
"KITUI SOUTH","15074036711101","MAKEKEE PRIMARY SCHOOL",107,61,1,43,1,"Malombe"
"KITUI SOUTH","15074036711201","NGAANI PRIMARY SCHOOL",263,106,3,148,2,"Musila"
"KITUI SOUTH","15074036711301","MUTHA PRIMARY SCHOOL",211,170,0,37,2,"Malombe"
"KITUI SOUTH","15074036711302","MUTHA PRIMARY SCHOOL",211,144,4,38,1,"Malombe"
"KITUI SOUTH","15074036711401","KAVETE PRIMARY SCHOOL",96,61,1,34,0,"Malombe"
"KITUI SOUTH","15074036711501","ISAA PRIMARY SCHOOL",382,297,1,69,3,"Malombe"
"KITUI SOUTH","15074036711601","ILAMBA PRIMARY SCHOOL",197,155,1,41,0,"Malombe"
"KITUI SOUTH","15074036711701","KYUASINI PRIMARY SCHOOL",361,293,5,62,1,"Malombe"
"KITUI SOUTH","15074036711801","SYAMATANI PRIMARY SCHOOL",261,200,3,56,2,"Malombe"
"KITUI SOUTH","15074036711901","KIVANDENI PRIMARY SCHOOL",120,103,4,13,0,"Malombe"
"KITUI SOUTH","15074036712001","NZOANI PRIMARY SCHOOL",178,146,9,22,1,"Malombe"
"KITUI SOUTH","15074036712101","KANZALE MARKET",132,101,2,28,0,"Malombe"
"KITUI SOUTH","15074036712201","MITAANI PRIMARY SCHOOL",269,219,1,47,1,"Malombe"
"KITUI SOUTH","15074036712301","KALULUINI PRIMARY SCHOOL",290,234,5,45,4,"Malombe"
"KITUI SOUTH","15074036812401","KIANGU PRIMARY SCHOOL",337,207,6,122,0,"Malombe"
"KITUI SOUTH","15074036812501","KYOANI PRIMARY SCHOOL",325,283,4,37,1,"Malombe"
"KITUI SOUTH","15074036812502","KYOANI PRIMARY SCHOOL",302,264,5,30,1,"Malombe"
"KITUI SOUTH","15074036812601","MATIKONI PRIMARY SCHOOL",127,106,0,20,0,"Malombe"
"KITUI SOUTH","15074036812701","NDILI PRIMARY SCHOOL",237,199,4,32,0,"Malombe"
"KITUI SOUTH","15074036812801","IMIW'A PRIMARY SCHOOL",233,202,4,17,1,"Malombe"
"KITUI SOUTH","15074036812901","MAVIA PRIMARY SCHOOL",229,169,3,53,2,"Malombe"
"KITUI SOUTH","15074036813001","MUTULU PRIMARY SCHOOL",255,224,1,27,2,"Malombe"
"KITUI SOUTH","15074036813101","KIVUTI PRIMARY SCHOOL",274,240,10,19,3,"Malombe"
"KITUI SOUTH","15074036813102","KIVUTI PRIMARY SCHOOL",249,217,6,23,2,"Malombe"
"KITUI SOUTH","15074036813201","MEMBOO PRIMARY SCHOOL",151,141,0,9,1,"Malombe"
"KITUI SOUTH","15074036813301","TSAVO PRIMARY SCHOOL",254,223,7,18,4,"Malombe"
"KITUI SOUTH","15074036813401","KASAALA PRIMARY SCHOOL",320,292,5,20,3,"Malombe"
"KITUI SOUTH","15074036813402","KASAALA PRIMARY SCHOOL",318,292,6,17,2,"Malombe"
"KITUI SOUTH","15074036813501","KAVETE PRIMARY SCHOOL",202,191,5,5,1,"Malombe"
"KITUI SOUTH","15074036813601","KWA KIMWELI PRIMARY SCHOOL",296,275,0,19,2,"Malombe"
"KITUI SOUTH","15074036813701","KALULUINI PRIMARY SCHOOL",319,290,2,18,6,"Malombe"
"KITUI SOUTH","15074036813801","KISOU PRIMARY SCHOOL",208,188,2,17,0,"Malombe"
"KITUI SOUTH","15074036813901","NGWATE PRIMARY SCHOOL",392,333,7,48,0,"Malombe"
"KITUI SOUTH","15074036814001","NGAWUNI PRIMARY SCHOOL",374,329,12,26,5,"Malombe"
"KITUI SOUTH","15074036814101","NZEVENI PRIMARY SCHOOL",101,98,5,6,0,"Malombe"
"KITUI SOUTH","15074036814201","YUMBU PRIMARY SCHOOL",343,285,12,43,3,"Malombe"
"KITUI SOUTH","15074036814301","YANZATI PRIMARY SCHOOL",114,94,5,14,1,"Malombe"
"KITUI SOUTH","15074036814401","YAUA PRIMARY SCHOOL",150,132,0,14,3,"Malombe"
"KITUI SOUTH","15074036814501","YAANA PRIMARY SCHOOL",198,137,3,58,0,"Malombe"
"KITUI SOUTH","15074036814601","KAASULA PRIMARY SCHOOL",68,64,1,3,0,"Malombe"
"KITUI SOUTH","15074036814701","IKUTHA PRIMARY SCHOOL",250,216,4,29,0,"Malombe"
"KITUI SOUTH","15074036814702","IKUTHA PRIMARY SCHOOL",258,225,5,26,0,"Malombe"
"KITUI SOUTH","15074036814801","IKUTHA YOUTH POLYTECHNIC",194,172,0,19,1,"Malombe"
"KITUI SOUTH","15074036814802","IKUTHA YOUTH POLYTECHNIC",219,182,5,30,0,"Malombe"
"KITUI SOUTH","15074036914901","MIKONGOONI PRIMARY SCHOOL",203,164,4,32,1,"Malombe"
"KITUI SOUTH","15074036915001","KAKINDU PRIMARY SCHOOL",209,188,3,12,5,"Malombe"
"KITUI SOUTH","15074036915101","SIMISI PRIMARY SCHOOL",215,155,5,51,2,"Malombe"
"KITUI SOUTH","15074036915201","SIMISI SECONDARY SCHOOL",66,54,1,11,0,"Malombe"
"KITUI SOUTH","15074036915301","KASASI PRIMARY SCHOOL",35,26,0,9,0,"Malombe"
"KITUI SOUTH","15074036915401","MWANIANGA PRIMARY SCHOOL",255,182,3,68,1,"Malombe"
"KITUI SOUTH","15074036915501","MAUNGU PRIMARY SCHOOL",115,77,1,36,0,"Malombe"
"KITUI SOUTH","15074036915601","KAALU NURSERY SCHOOL",74,56,0,17,0,"Malombe"
"KITUI SOUTH","15074036915701","MUTHUE PRIMARY SCHOOL",322,277,4,37,2,"Malombe"
"KITUI SOUTH","15074036915801","MWANGALA PRIMARY SCHOOL",237,194,2,40,0,"Malombe"
"KITUI SOUTH","15074036915901","VUTU PRIMARY SCHOOL",261,217,2,42,0,"Malombe"
"KITUI SOUTH","15074036916001","EKANI PRIMARY SCHOOL",351,286,4,56,2,"Malombe"
"KITUI SOUTH","15074036916101","NGALI PRIMARY SCHOOL",78,70,2,5,0,"Malombe"
"KITUI SOUTH","15074036916201","KAKITHYA PRIMARY SCHOOL",202,170,5,26,1,"Malombe"
"KITUI SOUTH","15074036916301","LINGITHYA PRIMARY SCHOOL",102,79,3,14,5,"Malombe"
"KITUI SOUTH","15074036916401","KANZIKO COTTON STORES",373,317,6,43,1,"Malombe"
"KITUI SOUTH","15074036916501","KITUVWI PRIMARY SCHOOL",204,178,2,21,1,"Malombe"
"KITUI SOUTH","15074036916601","KATHUNGU NURSERY SCHOOL",153,121,3,27,0,"Malombe"
"KITUI SOUTH","15074036916701","IKILUNGULU PSRIMARY SCHOOL",132,95,1,31,5,"Malombe"
"KITUI SOUTH","15074036916801","VYULU NURSERY SCHOOL",143,126,0,16,0,"Malombe"
"KITUI SOUTH","15074036916901","KASIVUNI PRIMARY SCHOOL",195,165,3,25,1,"Malombe"
"KITUI SOUTH","15074036917001","KYANGANGA PRIMARY SCHOOL",148,120,4,23,1,"Malombe"
"KITUI SOUTH","15074036917101","EMALE NURSERY SCHOOL",48,22,1,24,0,"Musila"
"KITUI SOUTH","15074036917201","KYANYAA PRIMARY SCHOOL",191,127,8,53,3,"Malombe"
"KITUI SOUTH","15074036917301","KYATULU PRIMARY SCHOOL",120,108,1,11,0,"Malombe"
"KITUI SOUTH","15074036917401","KWA MUKUKU PRIMARY SCHOOL",128,116,2,7,3,"Malombe"
"KITUI SOUTH","15074036917501","NDILILI PRIMARY SCHOOL",272,239,4,22,2,"Malombe"
"KITUI SOUTH","15074036917601","MANG'ETHENI PRIMARY SCHOOL",158,122,3,33,0,"Malombe"
"KITUI SOUTH","15074036917701","KALIANI PRIMARY SCHOOL",355,311,9,33,2,"Malombe"
"KITUI SOUTH","15074037017801","ATHI PRIMARY SCHOOL",394,332,11,46,5,"Malombe"
"KITUI SOUTH","15074037017901","KANDENGYA PRIMARY SCHOOL",235,218,0,10,5,"Malombe"
"KITUI SOUTH","15074037018001","KILAWA PRIMARY SCHOOL",266,236,6,20,3,"Malombe"
"KITUI SOUTH","15074037018101","MUTONYA ITHO PRIMARY SCHOOL",258,180,8,61,5,"Malombe"
"KITUI SOUTH","15074037018201","MBUSYANI PRIMARY SCHOOL",155,139,1,13,1,"Malombe"
"KITUI SOUTH","15074037018301","MUKUANIMA PRIMARY SCHOOL",143,136,1,4,2,"Malombe"
"KITUI SOUTH","15074037018401","KYANGIU PRIMARY SCHOOL",175,159,1,14,1,"Malombe"
"KITUI SOUTH","15074037018501","UIINI NURSERY SCHOOL",67,57,2,6,0,"Malombe"
"KITUI SOUTH","15074037018601","KITUTI SECONDARY SCHOOL",321,269,4,43,2,"Malombe"
"KITUI SOUTH","15074037018701","MAKUENI PRIMARY SCHOOL",142,114,1,23,1,"Malombe"
"KITUI SOUTH","15074037018801","KITUTI PRIMARY SCHOOL",250,215,1,29,1,"Malombe"
"KITUI SOUTH","15074037018901","NDANDINI PRIMARY SCHOOL",147,136,4,5,2,"Malombe"
"KITUI SOUTH","15074037019001","KAMINA PRIMARY SCHOOL",318,270,5,39,3,"Malombe"
"KITUI SOUTH","15074037019101","MWATHE PRIMARY SCHOOL",229,225,3,1,0,"Malombe"
"KITUI SOUTH","15074037019201","MUKUNDAA PRIMARY SCHOOL",106,86,1,18,1,"Malombe"
"KITUI SOUTH","15074037019301","NTHWAIANI PRIMARY SCHOOL",140,126,1,11,0,"Malombe"
"KITUI SOUTH","15074037019401","IMATHOKA PRIMARY SCHOOL",148,136,2,4,2,"Malombe"
"KITUI SOUTH","15074037019501","TIMBONI  PRIMARY SCHOOL",179,126,4,47,2,"Malombe"
"KITUI SOUTH","15074037019601","MUKWAKWANI PRIMARY SCHOOL",76,63,0,12,1,"Malombe"
"KITUI SOUTH","15074037019701","MUAMBUA PRIMARY SCHOOL",151,121,3,26,1,"Malombe"
"KITUI SOUTH","15074037019801","KATULU PRIMARY SCHOOL",286,190,7,79,1,"Malombe"
"KITUI SOUTH","15074037019901","MAKUTANO PRIMARY SCHOOL",98,71,0,25,2,"Malombe"
"KITUI SOUTH","15074037020001","IVUKUVUKU PRIMARY SCHOOL",298,236,5,51,6,"Malombe"
"KITUI SOUTH","15074037020101","SENDA PRIMARY SCHOOL",77,32,2,42,0,"Musila"
"KITUI SOUTH","15074037020201","MBAKONI PRIMARY SCHOOL",154,86,6,61,1,"Malombe"
"KITUI SOUTH","15074037020301","MONGUNI PRIMARY SCHOOL",257,185,13,57,2,"Malombe"
"KITUI SOUTH","15074037020401","ILENGI PRIMARY SCHOOL",301,242,10,46,2,"Malombe"
"KITUI SOUTH","15074037020501","MUAANI PRIMARY SCHOOL",148,82,10,50,6,"Malombe"
"KITUI SOUTH","15074037020601","YOLOMUNI PRIMARY SCHOOL",178,128,7,39,4,"Malombe"
"KITUI SOUTH","15074037020701","KATILINI PRIMARY SCHOOL",215,58,8,147,2,"Musila"
"KITUI SOUTH","15074037020801","SEMBENI PRIMARY SCHOOL",130,98,3,28,0,"Malombe"
"KITUI SOUTH","15074037020901","NZAINI PRIMARY SCHOOL",294,178,87,27,1,"Malombe"
"KITUI SOUTH","15074037021001","KAIVISI PRIMARY SCHOOL",124,57,7,58,2,"Musila"
"KITUI SOUTH","15074037021101","MWAMBA-ISYUKO PRIMARY SCHOOL",140,91,0,47,2,"Malombe"
"KITUI SOUTH","15074037021201","NDIVUNI PRIMARY SCHOOL",246,122,8,108,7,"Malombe"
"KITUI SOUTH","15074037021301","MBUI NDUNE PRIMARY SCHOOL",155,73,3,73,5,"Malombe"
"KITUI SOUTH","15074037021401","MITALANI PRIMARY SCHOOL",172,52,5,114,1,"Musila"
"KITUI SOUTH","15074037021501","MEMBAU PRIMARY SCHOOL",97,33,5,57,2,"Musila"
"KITUI SOUTH","15074037021601","YONGO PRIMARY SCHOOL",233,128,7,94,2,"Malombe"
"KITUI SOUTH","15074037021602","YONGO PRIMARY SCHOOL",254,106,15,129,1,"Musila"
"KITUI SOUTH","15074037021701","IMELU PRIMARY SCHOOL",80,31,6,40,3,"Musila"
"KITUI SOUTH","15074037021801","MBOONI PRIMARY SCHOOL",178,95,2,79,1,"Malombe"
"KITUI SOUTH","15074037021901","MALUMA PRIMARY SCHOOL",319,283,4,31,1,"Malombe"
"KITUI SOUTH","15074037022001","KAKUNGULA PRIMARY SCHOOL",159,149,1,9,0,"Malombe"
"KITUI SOUTH","15074037022101","KALIVU PRIMARY SCHOOL",284,229,3,50,1,"Malombe"
"KITUI SOUTH","15074037022201","MUTEETU PRIMARY SCHOOL",102,97,2,3,0,"Malombe"
"KITUI SOUTH","15074037022301","KYANDULA PRIMARY SCHOOL",406,319,6,75,2,"Malombe"
"KITUI SOUTH","15074037022401","KISIIO PRIMARY SCHOOL",175,146,5,20,2,"Malombe"
"KITUI SOUTH","15074037022501","MUAMBANI PRIMARY SCHOOL",298,215,12,66,5,"Malombe"
"KITUI SOUTH","15074037022601","MAKONGO PRIMARY SCHOOL",122,109,2,11,0,"Malombe"
