"constituency_name","polling_station_code","polling_station_name","votes_cast","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","winner"
"MWINGI CENTRAL","15069034310101","MWAMBIU PRIIMARY  SCHOOL",291,137,3,150,0,"Musila"
"MWINGI CENTRAL","15069034310201","NDANDINI PRIMARY SCHOOL",103,61,3,37,2,"Malombe"
"MWINGI CENTRAL","15069034310301","NDOLONGWE PRIMARY.",92,66,1,24,0,"Malombe"
"MWINGI CENTRAL","15069034310401","NGANGANI PRIMARY  SCHOOL.",239,128,4,103,1,"Malombe"
"MWINGI CENTRAL","15069034310501","NGIENI PRIMARY  SCHOOL",182,99,1,82,0,"Malombe"
"MWINGI CENTRAL","15069034310601","NGUUENI PRIMARY  SCHOOL",38,8,0,30,0,"Musila"
"MWINGI CENTRAL","15069034310701","NGUUNI PRIMARY SCHOOL.",184,67,2,114,0,"Musila"
"MWINGI CENTRAL","15069034310801","NUU PRIMARY SCHOOL.",420,227,6,177,2,"Malombe"
"MWINGI CENTRAL","15069034310802","NUU PRIMARY SCHOOL.",280,160,5,112,0,"Malombe"
"MWINGI CENTRAL","15069034310901","NYAANI PRIMARY  SCHOOL",353,198,7,141,0,"Malombe"
"MWINGI CENTRAL","15069034311001","NZANZU PRIMARY  SCHOOL.",127,61,1,51,0,"Malombe"
"MWINGI CENTRAL","15069034311101","SYOMAKETHE PRIMARY SCHOOL.",96,20,2,74,0,"Musila"
"MWINGI CENTRAL","15069034311201","TUVAANI PRIMARY SCHOOL.",188,115,4,60,1,"Malombe"
"MWINGI CENTRAL","15069034311301","WANGWIU PRIMARY SCHOOL",52,18,2,31,0,"Musila"
"MWINGI CENTRAL","15069034311401","WINGEMI PRIMARY  SCHOOL.",191,59,5,120,0,"Musila"
"MWINGI CENTRAL","15069034311501","YATW'A PRIMARY  SCHOOL.",360,102,5,244,5,"Musila"
"MWINGI CENTRAL","15069034318501","KAMULUYUNI PRIMARY SCHOOL",31,22,3,5,1,"Malombe"
"MWINGI CENTRAL","15069034318601","NGUKA IMWE PRIMARY SCHOOL",74,28,2,42,0,"Musila"
"MWINGI CENTRAL","15069034318701","KWA MUTILI PRIMARY SCHOOL",30,13,0,17,0,"Musila"
"MWINGI CENTRAL","15069034318801","KAWALA ECDE CENTER",65,21,1,40,3,"Musila"
"MWINGI CENTRAL","15069034411601","KALIKONI PRIMARY  SCHOOL.",165,46,5,112,0,"Musila"
"MWINGI CENTRAL","15069034411701","KALITINI PRIMARY  SCHOOL.",220,97,8,113,1,"Musila"
"MWINGI CENTRAL","15069034411702","KALITINI PRIMARY  SCHOOL.",197,59,1,112,0,"Musila"
"MWINGI CENTRAL","15069034411801","KAMULEWA PRIMARY  SCHOOL.",321,99,3,216,1,"Musila"
"MWINGI CENTRAL","15069034411901","KANGILWA PRIMARY  SCHOOL.",111,29,2,79,1,"Musila"
"MWINGI CENTRAL","15069034412001","KARIOKOR PRIMARY  SCHOOL.",199,86,4,109,0,"Musila"
"MWINGI CENTRAL","15069034412101","KATEIKO PRIMARY  SCHOOL.",224,77,10,109,0,"Musila"
"MWINGI CENTRAL","15069034412102","KATEIKO PRIMARY  SCHOOL.",232,88,17,122,3,"Musila"
"MWINGI CENTRAL","15069034412201","KATHUMO PRIMARY  SCHOOL.",227,82,11,132,0,"Musila"
"MWINGI CENTRAL","15069034412301","KAVALIKI PRIMARY SCHOOL.",185,40,7,135,2,"Musila"
"MWINGI CENTRAL","15069034412401","KAVOKO PRIMARY  SCHOOL.",108,30,0,78,0,"Musila"
"MWINGI CENTRAL","15069034412501","KIMONGO PRIMARY  SCHOOL.",252,100,8,143,1,"Musila"
"MWINGI CENTRAL","15069034412601","KIRUINI NURSERY SCHOOL.",78,55,4,18,0,"Malombe"
"MWINGI CENTRAL","15069034412701","KIVULA PRIMARY  SCHOOL.",140,56,6,74,3,"Musila"
"MWINGI CENTRAL","15069034412801","KIVYUNI PRIMARY  SCHOOL.",99,45,1,49,2,"Musila"
"MWINGI CENTRAL","15069034412901","KYAMWENZE SECONDARY SCHOOL",105,46,2,56,1,"Musila"
"MWINGI CENTRAL","15069034413001","KYUME PRIMARY  SCHOOL.",334,199,3,127,2,"Malombe"
"MWINGI CENTRAL","15069034413101","LUNDI PRIMARY  SCHOOL.",368,226,8,129,2,"Malombe"
"MWINGI CENTRAL","15069034413102","LUNDI PRIMARY  SCHOOL.",351,204,9,131,2,"Malombe"
"MWINGI CENTRAL","15069034413201","MAKUKA NURSERY SCHOOL",67,20,9,38,0,"Musila"
"MWINGI CENTRAL","15069034413301","MATHUKI PRIMARY  SCHOOL.",263,158,22,82,0,"Malombe"
"MWINGI CENTRAL","15069034413302","MATHUKI PRIMARY  SCHOOL.",251,149,21,78,0,"Malombe"
"MWINGI CENTRAL","15069034413401","MUI PRIMARY  SCHOOL.",249,149,2,98,0,"Malombe"
"MWINGI CENTRAL","15069034413402","MUI PRIMARY  SCHOOL.",252,154,4,94,0,"Malombe"
"MWINGI CENTRAL","15069034413501","MUNYUNI PRIMARY  SCHOOL.",246,143,2,100,0,"Malombe"
"MWINGI CENTRAL","15069034413502","MUNYUNI PRIMARY  SCHOOL.",259,139,0,117,1,"Malombe"
"MWINGI CENTRAL","15069034413601","MUSOKANI PRIMARY SCHOOL",67,22,4,40,1,"Musila"
"MWINGI CENTRAL","15069034413701","MWAMBUNI PRIMARY  SCHOOL.",130,32,1,96,1,"Musila"
"MWINGI CENTRAL","15069034413801","NDUVANI PRIMARY  SCHOOL.",251,46,4,196,2,"Musila"
"MWINGI CENTRAL","15069034413901","NGAA PRIMARY   SCHOOL.",153,77,5,71,0,"Malombe"
"MWINGI CENTRAL","15069034414001","NGILUNI PRIMARY  SCHOOL.",162,36,3,123,0,"Musila"
"MWINGI CENTRAL","15069034414101","NZAMANI PRIMARY  SCHOOL",105,48,3,42,0,"Malombe"
"MWINGI CENTRAL","15069034414201","NZIA PRIMARY  SCHOOL.",129,52,3,74,0,"Musila"
"MWINGI CENTRAL","15069034414301","YUMBU PRIMARY  SCHOOL.",351,114,7,225,2,"Musila"
"MWINGI CENTRAL","15069034418901","ULAA PRIMARY SCHOOL",72,37,0,27,0,"Malombe"
"MWINGI CENTRAL","15069034419001","KWA MWENGA PRIMARY SCHOOL",74,8,1,64,0,"Musila"
"MWINGI CENTRAL","15069034419101","MBALYU PRIMARY SCHOOL",102,25,1,74,0,"Musila"
"MWINGI CENTRAL","15069034514401","YUMBE PRIMARY SCHOOL",157,132,2,23,0,"Malombe"
"MWINGI CENTRAL","15069034514501","ENZIU PRIMARY SCHOOL",162,50,5,74,0,"Musila"
"MWINGI CENTRAL","15069034514601","ENZIU SECONDARY SCHOOL",215,91,5,110,3,"Musila"
"MWINGI CENTRAL","15069034514701","IKUUSYA PRIMARY SCHOOL",365,166,5,191,1,"Musila"
"MWINGI CENTRAL","15069034514801","KANGUTHA PRIMARY SCHOOL",151,65,11,68,3,"Musila"
"MWINGI CENTRAL","15069034514901","KATHOKA PRIMARY SCHOOL",147,80,2,60,3,"Malombe"
"MWINGI CENTRAL","15069034515001","KATULUNI PRIMARY SCHOOL",221,151,2,65,2,"Malombe"
"MWINGI CENTRAL","15069034515101","KAUNGUNI PRIMARY SCHOOL",262,74,5,179,4,"Musila"
"MWINGI CENTRAL","15069034515201","KISOLE PRIMARY SCHOOL",251,216,2,30,2,"Malombe"
"MWINGI CENTRAL","15069034515301","KIVUI PRIMARY SCHOOL",277,112,3,147,11,"Musila"
"MWINGI CENTRAL","15069034515401","KYAMBAA PRIMARY SCHOOL",101,62,3,36,0,"Malombe"
"MWINGI CENTRAL","15069034515501","KYANDOA PRIMARY SCHOOL",119,88,0,29,2,"Malombe"
"MWINGI CENTRAL","15069034515601","KYULUNGW'A PRIMARY SCHOOL",257,161,3,82,0,"Malombe"
"MWINGI CENTRAL","15069034515602","KYULUNGW'A PRIMARY SCHOOL",242,160,1,76,2,"Malombe"
"MWINGI CENTRAL","15069034515701","MALIONI PRIMARY SCHOOL",300,189,10,100,1,"Malombe"
"MWINGI CENTRAL","15069034515801","MAONGOA PRIMARY SCHOOL",186,138,0,46,1,"Malombe"
"MWINGI CENTRAL","15069034515901","MUNGUU PRIMARY SCHOOL",301,242,2,55,0,"Malombe"
"MWINGI CENTRAL","15069034516001","MUONO PRIMARY SCHOOL",333,62,2,66,3,"Musila"
"MWINGI CENTRAL","15069034516101","MURUANA PRIMARY SCHOOL",140,68,2,70,0,"Musila"
"MWINGI CENTRAL","15069034516201","MWAMBUI PRIMARY SCHOOL",261,230,5,25,0,"Malombe"
"MWINGI CENTRAL","15069034516301","NDAUNI PRIMARY SCHOOL",210,107,3,92,3,"Malombe"
"MWINGI CENTRAL","15069034516302","NDAUNI PRIMARY SCHOOL",205,119,7,77,0,"Malombe"
"MWINGI CENTRAL","15069034516401","NDIANI PRIMARY SCHOOL",79,52,1,24,2,"Malombe"
"MWINGI CENTRAL","15069034516501","NDITHI PRIMARY SCHOOL",262,203,3,54,2,"Malombe"
"MWINGI CENTRAL","15069034516601","NYANYAA PRIMARY SCHOOL",310,259,4,44,1,"Malombe"
"MWINGI CENTRAL","15069034516701","THONOA PRIMARY SCHOOL",110,92,0,17,0,"Malombe"
"MWINGI CENTRAL","15069034516801","UVATI PRIMARY SCHOOL",131,64,4,54,1,"Malombe"
"MWINGI CENTRAL","15069034516901","WAITA PRIMARY SCHOOL",314,244,5,61,1,"Malombe"
"MWINGI CENTRAL","15069034516902","WAITA PRIMARY SCHOOL",328,251,2,73,1,"Malombe"
"MWINGI CENTRAL","15069034519201","NENGYANI PRIMARY SCHOOL",78,50,2,24,0,"Malombe"
"MWINGI CENTRAL","15069034519301","MASOKANI ECDE CENTRE",63,27,0,31,0,"Musila"
"MWINGI CENTRAL","15069034519401","NDANGANI PRIMARY SCHOOL",65,27,1,35,0,"Musila"
"MWINGI CENTRAL","15069034519501","MUTWANGOMBE SECONDARY SCHOOL",72,36,1,34,0,"Malombe"
"KITUI WEST","15070034600101","KIATINE PRI SCHOOL",381,156,14,206,3,"Musila"
"KITUI WEST","15070034600201","UTOO PRI SCHOOL",461,219,5,233,1,"Musila"
"KITUI WEST","15070034600301","KITAMWIKI PRI SCHOOL",247,132,2,108,2,"Malombe"
"KITUI WEST","15070034600401","MUTONGUNI PRI SCHOOL",218,121,8,85,0,"Malombe"
"KITUI WEST","15070034600402","MUTONGUNI PRI SCHOOL",214,106,6,95,2,"Malombe"
"KITUI WEST","15070034600501","MWANGYA PRI SCHOOL",250,119,7,122,2,"Musila"
"KITUI WEST","15070034600601","NZINIA PRI SCHOOL",175,99,6,68,1,"Malombe"
"KITUI WEST","15070034600701","KYAMUTIMBA PRI SCHOOL",224,115,12,95,2,"Malombe"
"KITUI WEST","15070034600801","KAVONGE PRI SCHOOL",266,118,7,135,1,"Musila"
"KITUI WEST","15070034600901","KITUNDUMO PRI SCHOOL",265,149,10,99,1,"Malombe"
"KITUI WEST","15070034601001","IIANI PRI SCHOOL",256,78,4,174,0,"Musila"
"KITUI WEST","15070034601002","IIANI PRI SCHOOL",279,78,2,198,0,"Musila"
"KITUI WEST","15070034601101","KANGII PRI SCHOOL",227,107,6,113,0,"Musila"
"KITUI WEST","15070034601201","KIVULU PRI SCHOOL",147,77,3,64,1,"Malombe"
"KITUI WEST","15070034601301","KUTHA PRI SCHOOL",300,119,6,170,3,"Musila"
"KITUI WEST","15070034601401","MUSENGO PRI SCHOOL",312,165,5,138,2,"Malombe"
"KITUI WEST","15070034601501","KANGONDI PRI SCHOOL",311,141,10,154,2,"Musila"
"KITUI WEST","15070034601601","KIUKUNI PRI SCHOOL",186,68,7,109,1,"Musila"
"KITUI WEST","15070034601701","KAKUMUTI PRI SCHOOL",263,189,9,61,2,"Malombe"
"KITUI WEST","15070034601702","KAKUMUTI PRI SCHOOL",237,170,8,56,2,"Malombe"
"KITUI WEST","15070034601801","MUTHALE PRI SCHOOL",293,159,9,120,2,"Malombe"
"KITUI WEST","15070034601901","YALATANI PRI SCHOOL",186,104,3,75,1,"Malombe"
"KITUI WEST","15070034602001","MUTHALE GIRLS SEC SCHOOL",189,89,4,93,1,"Musila"
"KITUI WEST","15070034602101","MISYINI PRI SCHOOL",192,114,6,71,0,"Malombe"
"KITUI WEST","15070034602201","MUTONGUNI POLYTECHNIC",187,81,5,100,0,"Musila"
"KITUI WEST","15070034602301","KIAMANI PRI SCHOOL",300,122,10,166,1,"Musila"
"KITUI WEST","15070034602401","UKUNI PRI SCHOOL",225,113,6,104,0,"Malombe"
"KITUI WEST","15070034602501","KAKEANI PRI SCHOOL",227,115,4,104,2,"Malombe"
"KITUI WEST","15070034602601","NYUANI PRI SCHOOL",221,123,6,92,0,"Malombe"
"KITUI WEST","15070034602701","MBUINI PRI SCHOOL",260,124,10,126,0,"Musila"
"KITUI WEST","15070034602801","NGONG'U PRI SCHOOL",234,133,4,88,3,"Malombe"
"KITUI WEST","15070034602901","NGUUNI PRI SCHOOL",149,73,5,64,3,"Malombe"
"KITUI WEST","15070034603001","NGESU PRI SCHOOL",210,127,3,79,1,"Malombe"
"KITUI WEST","15070034603101","UVAANI PRI SCHOOL",223,84,3,134,0,"Musila"
"KITUI WEST","15070034603201","KYAMBIWA PRI SCHOOL",149,75,11,61,0,"Malombe"
"KITUI WEST","15070034603301","MUTULU PRI SCHOOL",234,133,2,96,1,"Malombe"
"KITUI WEST","15070034603401","KWA NDONDO PRI SCHOOL",191,91,3,94,2,"Musila"
"KITUI WEST","15070034603501","TULIA PRI SCHOOL",183,94,4,82,2,"Malombe"
"KITUI WEST","15070034603502","TULIA PRI SCHOOL",180,96,5,77,1,"Malombe"
"KITUI WEST","15070034603601","KASUE SEC SCHOOL",163,94,6,60,2,"Malombe"
"KITUI WEST","15070034603701","KAUMONI PRI SCHOOL",167,61,7,98,0,"Musila"
"KITUI WEST","15070034603801","MUSENGO SEC SCHOOL",197,90,7,98,1,"Musila"
"KITUI WEST","15070034603901","KWA MUKOO PRI SCHOOL",120,79,3,38,0,"Malombe"
"KITUI WEST","15070034604001","IIANI AIC",96,34,5,52,0,"Musila"
"KITUI WEST","15070034604101","KAMUNYU AIC",164,69,3,71,0,"Musila"
"KITUI WEST","15070034604201","KIWANZANI AIC",108,46,5,56,1,"Musila"
"KITUI WEST","15070034604301","KAKEANI SEC SCHOOL",202,109,13,74,3,"Malombe"
"KITUI WEST","15070034604401","MUMBUNI PRI SCHOOL",99,55,2,42,0,"Malombe"
"KITUI WEST","15070034604501","SYOMUTWA PRI SCHOOL",198,98,3,95,1,"Malombe"
"KITUI WEST","15070034604601","MAVALO PRI SCHOOL",150,54,2,94,0,"Musila"
"KITUI WEST","15070034604701","MATETA PRE-PRIMARY SCHOOL",121,79,1,39,2,"Malombe"
"KITUI WEST","15070034612601","MWATATE PRI SCHOOL",82,51,2,27,1,"Malombe"
"KITUI WEST","15070034612701","KAKUMUTI MIXED DAY SEC SCHOOL",76,39,9,27,0,"Malombe"
"KITUI WEST","15070034704801","KATUTU PRI SCHOOL",395,220,16,153,1,"Malombe"
"KITUI WEST","15070034704802","KATUTU PRI SCHOOL",320,190,14,109,1,"Malombe"
"KITUI WEST","15070034704901","EMIVIA PRI SCHOOL",205,74,5,118,5,"Musila"
"KITUI WEST","15070034705001","KATHIANI PRI SCHOOL",232,98,10,118,3,"Musila"
"KITUI WEST","15070034705002","KATHIANI PRI SCHOOL",213,101,5,102,3,"Musila"
"KITUI WEST","15070034705101","KATAA PRI SCHOOL",244,91,6,143,4,"Musila"
"KITUI WEST","15070034705201","MUTANDA PRI SCHOOL",259,169,7,81,0,"Malombe"
"KITUI WEST","15070034705202","MUTANDA PRI SCHOOL",232,139,7,80,3,"Malombe"
"KITUI WEST","15070034705301","NGUNGUU AIC",88,40,4,44,0,"Musila"
"KITUI WEST","15070034705401","KWAMWAMBI PRI SCHOOL",363,194,6,147,2,"Malombe"
"KITUI WEST","15070034705501","KIVANI PR SCH",207,96,5,104,1,"Musila"
"KITUI WEST","15070034705601","KANGUNGI PR SCH",325,127,5,189,3,"Musila"
"KITUI WEST","15070034705701","KAUWI PRI SCHOOL",334,170,15,140,0,"Malombe"
"KITUI WEST","15070034705702","KAUWI PRI SCHOOL",295,153,7,133,0,"Malombe"
"KITUI WEST","15070034705703","KAUWI PRI SCHOOL",328,167,15,141,2,"Malombe"
"KITUI WEST","15070034705704","KAUWI PRI SCHOOL",310,172,11,125,1,"Malombe"
"KITUI WEST","15070034705705","KAUWI PRI SCHOOL",329,176,14,134,2,"Malombe"
"KITUI WEST","15070034705801","KYONDONI PRI SCHOOL",401,136,10,155,0,"Musila"
"KITUI WEST","15070034705901","KALUNI PRI SCHOOL",288,144,6,138,0,"Malombe"
"KITUI WEST","15070034706001","KWA-NYINGI PRI SCHOOL",281,160,6,114,1,"Malombe"
"KITUI WEST","15070034706101","MUTINI PRI SCHOOL",267,176,2,85,2,"Malombe"
"KITUI WEST","15070034706201","KISEVENI PRI SCHOOL",398,274,6,112,1,"Malombe"
"KITUI WEST","15070034706301","SANGALA PRI SCHOOL",308,208,8,92,0,"Malombe"
"KITUI WEST","15070034706401","KAVOO PR SCH",101,41,4,53,3,"Musila"
"KITUI WEST","15070034706501","KASUE PR SCH",204,121,2,77,1,"Malombe"
"KITUI WEST","15070034706601","KALINDITI PRI SCHOOL",236,142,3,86,0,"Malombe"
"KITUI WEST","15070034706701","KATHEKA PRI SCHOOL",160,109,4,42,3,"Malombe"
"KITUI WEST","15070034706801","MANG'ELU PRI SCHOOL",287,252,5,27,1,"Malombe"
"KITUI WEST","15070034706901","KYENG'E PR SCHOOL",236,115,3,77,1,"Malombe"
"KITUI WEST","15070034707001","KATUTU GIRLS",111,68,2,39,1,"Malombe"
"KITUI WEST","15070034707101","KASAKINI PRI SCHOOL",170,87,6,76,1,"Malombe"
"KITUI WEST","15070034707201","KOMU PRI SCHOOL",139,93,4,41,0,"Malombe"
"KITUI WEST","15070034707301","ST MARKS PRI SCHOOL",309,209,2,95,0,"Malombe"
"KITUI WEST","15070034707401","KYENI PR SCH",241,130,6,102,2,"Malombe"
"KITUI WEST","15070034707501","KAUMONI PRI SCHOOL",76,33,2,41,0,"Musila"
"KITUI WEST","15070034707601","NGENGEKANI PRI SCHOOL",189,106,6,77,0,"Malombe"
"KITUI WEST","15070034707701","MUTHI PRI SCHOOL",91,71,2,17,1,"Malombe"
"KITUI WEST","15070034707801","MATINGA PRI SCHOOL",370,174,1,175,0,"Musila"
"KITUI WEST","15070034712801","NZEMELI PRI SCHOOL",84,31,0,52,0,"Musila"
"KITUI WEST","15070034807901","MASEKI  PRI. SCHOOL",345,249,28,63,2,"Malombe"
"KITUI WEST","15070034808001","MATINYANI POLYTECHNIC",322,236,22,60,2,"Malombe"
"KITUI WEST","15070034808101","KAUMA PRI. SCHOOL",251,146,40,60,3,"Malombe"
"KITUI WEST","15070034808201","KYENI PRI. SCHOOL",291,242,16,31,2,"Malombe"
"KITUI WEST","15070034808202","KYENI PRI. SCHOOL",267,215,19,29,1,"Malombe"
"KITUI WEST","15070034808301","KAVUMBU PRI. SCHOOL",253,187,34,29,1,"Malombe"
"KITUI WEST","15070034808302","KAVUMBU PRI. SCHOOL",241,182,20,35,1,"Malombe"
"KITUI WEST","15070034808401","KATHUMA PRI. SCHOOL",352,247,25,74,2,"Malombe"
"KITUI WEST","15070034808501","KIKANGA PRI. SCHOOL",262,188,20,48,1,"Malombe"
"KITUI WEST","15070034808601","MATINYANI D.E.B PRI. SCHOOL",316,260,20,33,2,"Malombe"
"KITUI WEST","15070034808602","MATINYANI D.E.B PRI. SCHOOL",285,231,13,35,2,"Malombe"
"KITUI WEST","15070034808701","MBAVAE PRI. SCHOOL",209,174,8,26,0,"Malombe"
"KITUI WEST","15070034808801","MATINYANI A.I.C PRI. SCHOOL",351,276,19,52,2,"Malombe"
"KITUI WEST","15070034808802","MATINYANI A.I.C PRI. SCHOOL",363,292,12,53,2,"Malombe"
"KITUI WEST","15070034808803","MATINYANI A.I.C PRI. SCHOOL",334,262,13,51,5,"Malombe"
"KITUI WEST","15070034808901","KUNIKILA PRI. SCHOOL",248,191,9,43,3,"Malombe"
"KITUI WEST","15070034809001","KITHUNZI PRI. SCHOOL",368,314,7,47,0,"Malombe"
"KITUI WEST","15070034809101","KYAMBUSYA PRIMARY SCHOOL",309,261,14,31,1,"Malombe"
"KITUI WEST","15070034809102","KYAMBUSYA PRIMARY SCHOOL",285,241,12,29,1,"Malombe"
"KITUI WEST","15070034809201","KWA NDONGA PRI SCHOOL",347,293,3,47,2,"Malombe"
"KITUI WEST","15070034809202","KWA NDONGA PRI SCHOOL",323,271,4,45,3,"Malombe"
"KITUI WEST","15070034809301","KYAMBEVO PRI. SCHOOL",160,112,19,28,1,"Malombe"
"KITUI WEST","15070034809401","KWA MUSYIMI PRI. SCHOOL",396,286,34,73,2,"Malombe"
"KITUI WEST","15070034809501","NDALANI PRIMARY SCHOOL",226,189,7,27,3,"Malombe"
"KITUI WEST","15070034809601","KALIA PRI. SCHOOL",386,309,16,56,3,"Malombe"
"KITUI WEST","15070034809701","KATHEUNI PRI. SCH",202,165,9,27,1,"Malombe"
"KITUI WEST","15070034809801","KAKUMI PRIMARY SCHOOL",283,228,11,40,4,"Malombe"
"KITUI WEST","15070034809901","KITUNDUNI PRI. SCHOOL",327,184,14,121,3,"Malombe"
"KITUI WEST","15070034810001","NZAKAME SEC. SCHOOL",156,138,2,15,1,"Malombe"
"KITUI WEST","15070034810101","KITUMBI PRI. SCHOOL",159,110,7,36,3,"Malombe"
"KITUI WEST","15070034812901","MAAINI PRI SCHOOL",243,135,2,105,1,"Malombe"
"KITUI WEST","15070034813001","MWAANI PRI SCHOOL",67,55,1,11,0,"Malombe"
"KITUI WEST","15070034910201","KWA -MUTONGA PRIMARY SCHOOL",192,128,4,56,0,"Malombe"
"KITUI WEST","15070034910301","KWA MUMO PRIMARY SCHOOL",311,131,11,165,2,"Musila"
"KITUI WEST","15070034910401","MITHIIKWANI PRI. SCHOOL",252,148,3,96,2,"Malombe"
"KITUI WEST","15070034910501","MIWONGONI PRIMARY SCHOOL",158,101,1,56,0,"Malombe"
"KITUI WEST","15070034910601","SYOKITHUMBI PRI. SCHOOL",248,165,4,75,1,"Malombe"
"KITUI WEST","15070034910701","MANZI ITUMO PRIMARY SCHOOL",235,166,3,61,2,"Malombe"
"KITUI WEST","15070034910801","MASELELE PRIMARY SCHOOL",240,206,2,28,1,"Malombe"
"KITUI WEST","15070034910901","MIKUYUMIKYA PRI SCHOOL",240,196,4,37,2,"Malombe"
"KITUI WEST","15070034911001","KATHIVO POLY",308,201,40,61,2,"Malombe"
"KITUI WEST","15070034911101","KWA MBOYA MARKET",376,300,12,60,0,"Malombe"
"KITUI WEST","15070034911201","KITHUYANI PRIMARY SCHOOL",179,138,1,37,3,"Malombe"
"KITUI WEST","15070034911301","SYOMUITU  PRIMARY SCHOOL",182,159,7,15,0,"Malombe"
"KITUI WEST","15070034911401","KWA-SILU PRI. SCHOOL",127,79,4,42,2,"Malombe"
"KITUI WEST","15070034911501","KALIMBEVO PRI SCHOOL",176,144,3,26,2,"Malombe"
"KITUI WEST","15070034911601","KYAANI PRI SCHOOL",285,205,14,65,1,"Malombe"
"KITUI WEST","15070034911602","KYAANI PRI SCHOOL",315,228,11,72,2,"Malombe"
"KITUI WEST","15070034911701","KITHUMULA PRI SCHOOL",266,172,6,84,1,"Malombe"
"KITUI WEST","15070034911702","KITHUMULA PRI SCHOOL",257,171,5,74,3,"Malombe"
"KITUI WEST","15070034911801","KOMBU PRI SCHOOL",375,200,12,156,3,"Malombe"
"KITUI WEST","15070034911901","NDIUNI PRI SCHOOL",378,278,6,92,2,"Malombe"
"KITUI WEST","15070034912001","MALATANI CTR",442,284,33,114,3,"Malombe"
"KITUI WEST","15070034912101","KWA-NDILA PRI SCHOOL",266,192,17,50,2,"Malombe"
"KITUI WEST","15070034912201","ACK NGOMANGO PRI SCHOOL",124,64,3,52,2,"Malombe"
"KITUI WEST","15070034912301","KILIMU PRI SCHOOL",237,156,1,79,0,"Malombe"
"KITUI WEST","15070034912401","KALINDILO PRIMARY SCHOOL",299,208,17,65,5,"Malombe"
"KITUI WEST","15070034912501","KWA MULUNGU PRI SCHOOL",371,318,13,36,3,"Malombe"
"KITUI WEST","15070034913101","KIUWANI PRI SCHOOL",98,70,2,23,2,"Malombe"
"KITUI WEST","15070034913201","MAKOLO PRI SCHOOL",147,101,8,36,0,"Malombe"
"KITUI RURAL","15071035000101","MOSA PRIMARY SCHOOL",296,177,64,6,2,"Malombe"
"KITUI RURAL","15071035000201","NGUUNI PRIMARY SCHOOL.",381,332,7,33,4,"Malombe"
"KITUI RURAL","15071035000301","MBUSYANI PRIMARY SCHOOL",291,254,11,23,1,"Malombe"
"KITUI RURAL","15071035000302","MBUSYANI PRIMARY SCHOOL",275,222,14,32,2,"Malombe"
"KITUI RURAL","15071035000401","NGILUNI PRIMARY SCHOOL",286,230,8,46,1,"Malombe"
"KITUI RURAL","15071035000501","KAVASYA PRIMARY SCHOOL",250,223,2,22,2,"Malombe"
"KITUI RURAL","15071035000601","KWA-KUTU PRIMARY SCHOOL",263,208,8,45,0,"Malombe"
"KITUI RURAL","15071035000701","MUKAMENI PRIMARY SCHOOL",335,261,10,62,0,"Malombe"
"KITUI RURAL","15071035000801","UNG'AATU PRIMARY SCHOOL",418,309,7,97,2,"Malombe"
"KITUI RURAL","15071035000901","KALALA PRIMARY SCHOOL",291,208,7,75,1,"Malombe"
"KITUI RURAL","15071035001001","MAVINDINI PRIMARY SCHOOL",200,93,17,86,4,"Malombe"
"KITUI RURAL","15071035001101","MALIKU PRIMARY SCHOOL",239,205,6,27,1,"Malombe"
"KITUI RURAL","15071035001201","KATUMBA PRIMARY SCHOOL",177,133,18,24,2,"Malombe"
"KITUI RURAL","15071035001501","KISASI PRIMARY SCHOOL",257,204,17,34,1,"Malombe"
"KITUI RURAL","15071035001502","KISASI PRIMARY SCHOOL",238,181,13,41,3,"Malombe"
"KITUI RURAL","15071035001601","UTAWALA PRIMARY SCHOOL",209,163,8,27,4,"Malombe"
"KITUI RURAL","15071035001701","ITUKI PRIMARY SCHOOL",358,299,6,50,1,"Malombe"
"KITUI RURAL","15071035001801","KALATINE PRIMARY SCHOOL",334,268,4,61,1,"Malombe"
"KITUI RURAL","15071035002201","KATWALA PRIMARY SCHOOL",107,92,0,13,1,"Malombe"
"KITUI RURAL","15071035002301","KILEVI PRIMARY SCHOOL",251,157,8,86,0,"Malombe"
"KITUI RURAL","15071035002401","MWIW'E PRIMARY SCHOOL",139,114,3,19,2,"Malombe"
"KITUI RURAL","15071035002601","KISIKINI PRIMARY SCHOOL.",162,125,2,33,0,"Malombe"
"KITUI RURAL","15071035002801","KISASI BOYS SECONDARY SCHOOL",358,296,21,29,4,"Malombe"
"KITUI RURAL","15071035003101","KIKUUNI PRIMARY SCHOOL",173,126,5,41,0,"Malombe"
"KITUI RURAL","15071035003201","IKAVE PRIMARY SCHOOL",213,162,6,43,1,"Malombe"
"KITUI RURAL","15071035003301","KITOONEO PRIMARY SCHOOL",203,129,10,62,0,"Malombe"
"KITUI RURAL","15071035003401","KAVISUNI PRIMARY SCHOOL",176,94,23,57,1,"Malombe"
"KITUI RURAL","15071035003402","KAVISUNI PRIMARY SCHOOL",182,98,21,60,3,"Malombe"
"KITUI RURAL","15071035003501","KWA-KYEE PRIMARY SCHOL",145,117,3,23,2,"Malombe"
"KITUI RURAL","15071035003901","MUAMBANI PRIMARY SCHOOL",355,274,13,61,1,"Malombe"
"KITUI RURAL","15071035004601","KILIVI PRIMARY SCHOOL",270,225,6,39,0,"Malombe"
